English (en),Italian (it),Positive,Negative,Anger,Anticipation,Disgust,Fear,Joy,Sadness,Surprise,Trust
amputation,amputazione,0,0,0,0,0,0,0,0,0,0
amulet,amuleto,0,0,0,0,0,0,0,0,0,0
amuse,divertire,1,0,0,0,0,0,1,0,0,0
amused,divertito,1,0,0,0,0,0,1,0,0,0
amusement,divertimento,1,0,0,0,0,0,1,0,0,0
amusing,divertente,1,0,0,0,0,0,1,0,0,0
ana,NO TRANSLATION,0,0,0,0,0,0,0,0,0,0
anaconda,anaconda,0,1,0,0,1,1,0,0,0,0
anaesthesia,anestesia,0,0,0,0,0,0,0,0,0,0
anaesthetic,anestetico,0,0,0,0,0,0,0,0,0,0
anal,anale,0,1,0,0,0,0,0,0,0,0
analgesic,analgesico,0,0,0,0,0,0,0,0,0,0
analogous,analogo,0,0,0,0,0,0,0,0,0,0
analogue,analogico,0,0,0,0,0,0,0,0,0,0
analogy,analogia,0,0,0,0,0,0,0,0,0,0
analysis,analisi,0,0,0,0,0,0,0,0,0,0
analyst,analista,1,0,0,1,0,0,0,0,0,1
analytic,analitico,0,0,0,0,0,0,0,0,0,0
analyze,analizzare,0,0,0,0,0,0,0,0,0,0
analyzer,analizzatore,0,0,0,0,0,0,0,0,0,0
anarchism,anarchia,0,1,1,0,0,1,0,0,0,0
anarchist,anarchico,0,1,1,0,0,1,0,0,0,0
anarchy,anarchia,0,1,1,0,0,1,0,0,0,0
anastomosis,anastomosi,0,0,0,0,0,0,0,0,0,0
anathema,anatema,0,1,1,0,1,1,0,1,0,0
anatomic,anatomico,0,0,0,0,0,0,0,0,0,0
anatomy,anatomia,0,0,0,0,0,0,0,0,0,0
ancestor,antenato,0,0,0,0,0,0,0,0,0,0
ancestral,ancestrale,0,0,0,0,0,0,0,0,0,1
ancestry,ascendenza,0,0,0,0,0,0,0,0,0,0
anchor,ancora,1,0,0,0,0,0,0,0,0,0
anchorage,ancoraggio,1,0,0,0,0,0,0,1,0,0
ancient,antico,0,1,0,0,0,0,0,0,0,0
ancillary,ausiliario,0,0,0,0,0,0,0,0,0,0
androgen,androgeno,0,0,0,0,0,0,0,0,0,0
anemone,anemone,0,0,0,0,0,0,0,0,0,0
anew,un nuovo,0,0,0,0,0,0,0,0,0,0
angel,angelo,1,0,0,1,0,0,1,0,1,1
angelic,angelico,1,0,0,0,0,0,1,0,0,1
anger,rabbia,0,1,1,0,0,0,0,0,0,0
angina,angina,0,1,0,0,0,1,0,0,0,0
angiography,angiografia,0,0,0,0,0,0,0,0,0,0
angle,angolo,0,0,0,0,0,0,0,0,0,0
angling,pesca con l'amo,0,1,0,1,0,0,0,0,0,0
angry,arrabbiato,0,1,1,0,1,0,0,0,0,0
anguish,angoscia,0,1,1,0,0,1,0,1,0,0
angular,angolare,0,0,0,0,0,0,0,0,0,0
anhydrous,anidro,0,0,0,0,0,0,0,0,0,0
animal,animale,0,0,0,0,0,0,0,0,0,0
animate,animare,1,0,0,0,0,0,0,0,0,0
animated,animato,1,0,0,0,0,0,1,0,0,0
animation,animazione,0,0,0,0,0,0,0,0,0,0
animosity,animosità,0,1,1,0,1,1,0,1,0,0
animus,malanimo,0,1,1,0,0,0,0,0,0,0
ankle,caviglia,0,0,0,0,0,0,0,0,0,0
annals,annali,0,0,0,0,0,0,0,0,0,0
annex,annesso,0,0,0,0,0,0,0,0,0,0
annexation,annessione,0,0,0,0,0,0,0,0,0,0
annexe,NO TRANSLATION,0,0,0,0,0,0,0,0,0,0
annihilate,annientare,0,1,1,0,0,1,0,0,0,0
annihilated,annientato,0,1,1,0,0,1,0,1,0,0
annihilation,annientamento,0,1,1,0,0,1,0,1,0,0
annotate,annotare,0,0,0,0,0,0,0,0,0,0
annotation,annotazione,0,0,0,0,0,0,0,0,0,0
announce,annunciare,0,0,0,0,0,0,0,0,0,0
announcement,annuncio,0,0,0,1,0,0,0,0,0,0
annoy,infastidire,0,1,1,0,1,0,0,0,0,0
annoyance,fastidio,0,1,1,0,1,0,0,0,0,0
annoying,fastidioso,0,1,1,0,0,0,0,0,0,0
annuity,annualità,0,0,0,0,0,0,0,0,0,0
annul,annullare,0,1,0,0,0,0,0,0,0,0
annular,anulare,0,0,0,0,0,0,0,0,0,0
annulment,annullamento,0,1,0,0,0,0,0,1,0,0
annulus,annulus,0,0,0,0,0,0,0,0,0,0
anointing,unzione,0,0,0,0,0,0,0,0,0,0
anomalous,anomalo,0,0,0,0,0,0,0,0,0,0
anomaly,anomalia,0,1,0,0,0,1,0,0,1,0
anon,subito,0,0,0,0,0,0,0,0,0,0
anonymous,anonimo,0,1,0,0,0,0,0,0,0,0
answer,risposta,0,0,0,0,0,0,0,0,0,0
answerable,responsabile,0,0,0,0,0,0,0,0,0,1
answering,segreteria,0,0,0,0,0,0,0,0,0,0
ant,formica,0,0,0,0,0,0,0,0,0,0
antagonism,antagonismo,0,1,1,0,0,0,0,0,0,0
antagonist,antagonista,0,1,1,0,0,0,0,0,0,0
antagonistic,antagonistico,0,1,1,0,1,0,0,0,0,0
ante,NO TRANSLATION,0,0,0,0,0,0,0,0,0,0
antecedent,antecedente,0,0,0,0,0,0,0,0,0,0
antelope,antilope,0,0,0,0,0,0,0,0,0,0
antenna,antenna,0,0,0,0,0,0,0,0,0,0
anterior,anteriore,0,0,0,0,0,0,0,0,0,0
anthem,inno,0,0,0,0,0,0,0,0,0,0
anthology,antologia,0,0,0,0,0,0,0,0,0,0
anthrax,antrace,0,1,0,0,1,1,0,1,0,0
anthropology,antropologia,0,0,0,0,0,0,0,0,0,0
antibiotic,antibiotico,0,0,0,0,0,0,0,0,0,0
antibiotics,antibiotici,1,0,0,0,0,0,0,0,0,0
antichrist,anticristo,0,1,1,0,1,1,0,0,0,0
anticipation,anticipazione,0,0,0,1,0,0,0,0,0,0
anticipatory,anticipatoria,0,0,0,1,0,0,0,0,0,0
antidote,antidoto,1,0,0,1,0,0,0,0,0,1
antifungal,antimicotico,1,0,0,0,0,0,0,0,0,1
antimony,antimonio,0,0,0,0,0,0,0,0,0,0
antipathy,antipatia,0,1,1,0,1,0,0,0,0,0
antiquarian,antiquario,0,0,0,0,0,0,0,0,0,0
antiquated,antiquato,0,1,0,0,0,0,0,0,0,0
antique,antico,1,0,0,0,0,0,0,0,0,0
antiquity,antichità,0,0,0,0,0,0,0,0,0,0
antiseptic,antisettico,1,0,0,0,0,0,0,0,0,1
antisocial,antisociale,0,1,1,0,1,1,0,1,0,0
antithesis,antitesi,0,1,1,0,0,0,0,0,0,0
antithetical,antitetico,0,0,0,0,0,0,0,0,0,0
antiviral,antivirale,0,0,0,0,0,0,0,0,0,0
antler,ramificazione,0,0,0,0,0,0,0,0,0,0
anvil,incudine,0,0,0,0,0,0,0,0,0,0
anxiety,ansia,0,1,1,1,0,1,0,1,0,0
anxious,ansioso,0,1,0,1,0,1,0,0,0,0
aorta,aorta,0,0,0,0,0,0,0,0,0,0
apace,di buon passo,0,0,0,0,0,0,0,0,0,0
apache,apache,0,1,0,0,0,1,0,0,0,0
apartment,appartamento,0,0,0,0,0,0,0,0,0,0
apathetic,apatico,0,1,0,0,0,0,0,1,0,0
apathy,apatia,0,1,0,0,0,0,0,1,0,0
ape,scimmia,0,0,0,0,0,0,0,0,0,0
aperture,apertura,0,0,0,0,0,0,0,0,0,0
apex,apice,0,0,0,0,0,0,0,0,0,0
aphid,afide,0,1,0,0,1,0,0,0,0,0
apiece,al pezzo,0,0,0,0,0,0,0,0,0,0
aplomb,aplomb,1,0,0,0,0,0,0,0,0,0
apocalyptic,apocalittico,0,0,0,0,0,0,0,0,0,0
apologetic,apologetico,1,0,0,0,0,0,0,0,0,1
apologist,apologeta,0,0,0,0,0,0,0,0,0,0
apologize,scusarsi,1,0,0,0,0,0,0,1,0,1
apology,scusa,1,0,0,0,0,0,0,0,0,0
apostasy,apostasia,0,0,0,0,0,0,0,0,0,0
apostate,apostata,0,0,0,0,0,0,0,0,0,0
apostle,apostolo,1,0,0,0,0,0,0,0,0,1
apostolic,apostolico,0,0,0,0,0,0,0,0,0,1
apostrophe,apostrofo,0,0,0,0,0,0,0,0,0,0
appalling,terribile,0,1,0,0,1,1,0,0,0,0
apparatus,apparato,0,0,0,0,0,0,0,0,0,0
apparel,abbigliamento,0,0,0,0,0,0,0,0,0,0
apparently,apparentemente,0,0,0,0,0,0,0,0,0,0
apparition,apparizione,0,0,0,0,0,1,0,0,1,0
appeal,appello,0,0,0,1,0,0,0,0,0,0
appearance,aspetto,0,0,0,0,0,0,0,0,0,0
appease,placare,0,0,0,0,0,0,0,0,0,0
appellant,appellante,0,0,0,0,0,0,0,0,0,0
append,aggiungere,0,0,0,0,0,0,0,0,0,0
appendage,appendice,0,0,0,0,0,0,0,0,0,0
appendicitis,appendicite,0,1,0,0,0,1,0,1,0,0
appendix,appendice,0,0,0,0,0,0,0,0,0,0
appetite,appetito,0,0,0,0,0,0,0,0,0,0
appetizer,aperitivo,0,0,0,0,0,0,0,0,0,0
applause,applausi,1,0,0,0,0,0,1,0,1,1
apple,Mela,0,0,0,0,0,0,0,0,0,0
appliance,apparecchio,0,0,0,0,0,0,0,0,0,0
appliances,elettrodomestici,0,0,0,0,0,0,0,0,0,0
applicability,applicabilità,0,0,0,0,0,0,0,0,0,0
applicable,applicabile,0,0,0,0,0,0,0,0,0,0
applicant,richiedente,0,0,0,1,0,0,0,0,0,0
application,applicazione,0,0,0,0,0,0,0,0,0,0
apply,applicare,0,0,0,0,0,0,0,0,0,0
appoint,nominare,0,0,0,0,0,0,0,0,0,0
appointment,appuntamento,0,0,0,0,0,0,0,0,0,0
appointments,appuntamenti,0,0,0,0,0,0,0,0,0,0
apportion,distribuire,0,0,0,0,0,0,0,0,0,0
apportionment,ripartizione,0,0,0,0,0,0,0,0,0,0
appraise,valutare,0,0,0,0,0,0,0,0,0,0
appreciable,apprezzabile,0,0,0,0,0,0,0,0,0,0
appreciation,apprezzamento,1,0,0,0,0,0,1,0,0,1
apprehend,comprendere,0,0,0,0,0,1,0,0,0,0
apprehension,apprensione,0,1,0,0,0,1,0,0,0,0
apprehensive,apprensivo,0,1,0,1,0,1,0,0,0,0
apprentice,apprendista,0,0,0,0,0,0,0,0,0,1
apprenticeship,apprendistato,0,0,0,0,0,0,0,0,0,0
approach,approccio,0,0,0,0,0,0,0,0,0,0
approaching,si avvicina,0,0,0,1,0,0,0,0,0,0
approbation,approvazione,1,0,0,0,0,0,0,0,0,1
appropriation,appropriazione,0,1,0,0,0,0,0,0,0,0
approval,approvazione,1,0,0,0,0,0,0,0,0,0
approve,approvare,1,0,0,0,0,0,1,0,0,1
approving,approvazione,1,0,0,0,0,0,0,0,0,0
approximate,approssimativo,0,0,0,0,0,0,0,0,0,0
approximately,circa,0,0,0,0,0,0,0,0,0,0
approximating,approssimazione,0,0,0,0,0,0,0,0,0,0
approximation,approssimazione,0,0,0,0,0,0,0,0,0,0
appurtenances,pertinenze,0,0,0,0,0,0,0,0,0,0
apron,grembiule,0,0,0,0,0,0,0,0,0,0
apt,adatto,1,0,0,0,0,0,0,0,0,0
aptitude,attitudine,1,0,0,0,0,0,0,0,0,0
aqua,acqua,0,0,0,0,0,0,0,0,0,0
aquamarine,acquamarina,0,0,0,0,0,0,0,0,0,0
aquarium,acquario,0,0,0,0,0,0,0,0,0,0
aquatic,acquatico,0,0,0,0,0,0,0,0,0,0
aqueduct,acquedotto,0,0,0,0,0,0,0,0,0,0
aqueous,acquoso,0,0,0,0,0,0,0,0,0,0
arable,arabile,0,0,0,0,0,0,0,0,0,0
arbiter,arbitro,0,0,0,0,0,0,0,0,0,1
arbitrate,arbitrare,0,0,0,0,0,0,0,0,0,0
arbitration,arbitrato,0,0,0,1,0,0,0,0,0,0
arbitrator,arbitro,0,0,0,0,0,0,0,0,0,1
arbor,pergolato,0,0,0,0,0,0,0,0,0,0
arc,arco,0,0,0,0,0,0,0,0,0,0
arcade,portico,0,0,0,0,0,0,0,0,0,0
arch,arco,0,0,0,0,0,0,0,0,0,0
archaeological,archeologico,0,0,0,0,0,0,0,0,0,0
archaeologist,archeologo,0,0,0,0,0,0,0,0,0,0
archaeology,archeologia,1,0,0,1,0,0,0,0,0,0
archaic,arcaico,0,1,0,0,0,0,0,0,0,0
archbishop,arcivescovo,0,0,0,0,0,0,0,0,0,0
arched,arcuato,0,0,0,0,0,0,0,0,0,0
archer,arciere,0,0,0,0,0,0,0,0,0,0
archery,tiro con l'arco,0,0,0,0,0,0,0,0,0,0
archetype,archetipo,0,0,0,0,0,0,0,0,0,0
archipelago,arcipelago,0,0,0,0,0,0,0,0,0,0
architect,architetto,0,0,0,0,0,0,0,0,0,0
architecture,architettura,0,0,0,0,0,0,0,0,0,1
archive,archivio,0,0,0,0,0,0,0,0,0,0
arctic,artico,0,0,0,0,0,0,0,0,0,0
ardent,ardente,1,0,0,1,0,0,1,0,0,0
ardor,ardore,1,0,0,0,0,0,0,0,0,0
arduous,arduo,0,1,0,0,0,0,0,0,0,0
area,la zona,0,0,0,0,0,0,0,0,0,0
arena,arena,0,0,0,0,0,0,0,0,0,0
areola,areola,0,0,0,0,0,0,0,0,0,0
argent,NO TRANSLATION,0,0,0,0,0,0,0,0,0,0
argue,discutere,0,1,1,0,0,0,0,0,0,0
argument,discussione,0,1,1,0,0,0,0,0,0,0
argumentation,argomentazione,0,0,1,0,0,0,0,0,0,0
argumentative,polemico,0,1,0,0,0,0,0,0,0,0
arguments,argomenti,0,0,1,0,0,0,0,0,0,0
arid,arido,0,1,0,0,0,0,0,1,0,0
aristocracy,aristocrazia,1,0,0,0,0,0,0,0,0,0
aristocrat,aristocratico,0,0,0,0,0,0,0,0,0,0
aristocratic,aristocratico,1,0,0,0,0,0,0,0,0,0
arithmetic,aritmetica,0,0,0,0,0,0,0,0,0,0
ark,arca,0,0,0,0,0,0,0,0,0,0
arm,braccio,0,0,0,0,0,0,0,0,0,0
armada,armata,0,0,0,0,0,0,0,0,0,0
armament,armamento,0,0,1,0,0,1,0,0,0,0
armaments,armamenti,0,1,0,0,0,1,0,0,0,0
armature,armatura,0,0,0,0,0,0,0,0,0,0
armed,armato,1,1,1,0,0,1,0,0,0,0
armor,armatura,1,0,0,0,0,1,0,0,0,1
armored,blindato,0,0,0,0,0,1,0,0,0,0
armory,armeria,0,0,0,0,0,0,0,0,0,1
arms,braccia,0,0,0,0,0,0,0,0,0,0
army,esercito,0,0,0,0,0,0,0,0,0,0
aroma,aroma,1,0,0,0,0,0,0,0,0,0
arousal,eccitazione,0,0,0,0,0,0,0,0,0,0
arouse,suscitare,1,0,0,1,0,0,0,0,0,0
arraignment,arraignment,0,1,1,0,0,1,0,1,0,0
arrange,organizzare,0,0,0,0,0,0,0,0,0,0
arranged,disposte,0,0,0,0,0,0,0,0,0,0
arrangement,preparativi,0,0,0,0,0,0,0,0,0,0
array,schieramento,1,0,0,0,0,0,0,0,0,0
arrears,mora,0,1,0,0,0,0,0,0,0,0
arrest,arresto,0,1,0,0,0,0,0,0,0,0
arrival,arrivo,0,0,0,1,0,0,0,0,0,0
arrive,arrivo,0,0,0,1,0,0,0,0,0,0
arrogance,arroganza,0,1,0,0,0,0,0,0,0,0
arrogant,arrogante,0,1,1,0,1,0,0,0,0,0
arrow,freccia,0,0,0,0,0,0,0,0,0,0
arsenal,arsenale,0,0,0,0,0,0,0,0,0,0
arsenic,arsenico,0,1,0,0,1,1,0,1,0,0
arson,incendio doloso,0,1,1,0,0,1,0,0,0,0
art,arte,1,0,0,1,0,0,1,1,1,0
artery,arteria,0,0,0,0,0,0,0,0,0,0
artful,abile,0,0,0,0,0,0,0,0,0,0
arthropod,artropodo,0,0,0,0,0,0,0,0,0,0
artichoke,carciofo,0,0,0,0,0,0,0,0,0,0
article,articolo,0,0,0,0,0,0,0,0,0,0
articles,articoli,0,0,0,0,0,0,0,0,0,0
articulate,articolare,1,0,0,0,0,0,0,0,0,0
articulation,articolazione,1,0,0,0,0,0,0,0,0,0
artifice,artificio,0,0,0,0,0,0,0,0,0,0
artillery,artiglieria,0,1,0,0,0,1,0,0,0,0
artisan,artigiano,1,0,0,0,0,0,0,0,0,0
artist,artista,0,0,0,0,0,0,0,0,0,0
artiste,NO TRANSLATION,1,0,0,0,0,0,0,0,0,0
artistic,artistico,1,0,0,0,0,0,0,0,0,0
artists,artisti,0,0,0,0,0,0,0,0,0,0
ascend,ascendere,0,0,0,0,0,0,0,0,0,0
ascendancy,ascendente,1,0,0,0,0,0,0,0,0,0
ascension,ascensione,0,0,0,0,0,0,0,0,0,0
ascent,salita,1,0,0,0,0,0,0,0,0,0
ascertain,accertare,0,0,0,0,0,0,0,0,0,0
ascertained,accertato,0,0,0,0,0,0,0,0,0,0
ascetic,ascetico,0,0,0,0,0,0,0,0,0,0
ash,cenere,0,1,0,0,0,0,0,0,0,0
ashamed,si vergogna,0,1,0,0,1,0,0,1,0,0
ashes,cenere,0,1,0,0,0,0,0,1,0,0
asleep,addormentato,0,0,0,0,0,0,0,0,0,0
asp,aspide,0,0,0,0,0,1,0,0,0,0
aspartame,aspartame,0,0,0,0,0,0,0,0,0,0
aspect,aspetto,0,0,0,0,0,0,0,0,0,0
aspects,aspetti,0,0,0,0,0,0,0,0,0,0
asphalt,asfalto,0,0,0,0,0,0,0,0,0,0
aspiration,aspirazione,1,0,0,1,0,0,1,0,1,1
aspire,aspirare,1,0,0,1,0,0,1,0,0,0
aspiring,aspirante,1,0,0,1,0,0,1,0,0,1
ass,culo,0,1,0,0,0,0,0,0,0,0
assail,assalire,0,1,1,0,0,1,0,0,1,0
assailant,assalitore,0,1,1,0,0,1,0,1,0,0
assassin,assassino,0,1,1,0,0,1,0,1,0,0
assassinate,assassinare,0,1,1,0,0,1,0,0,0,0
assassination,assassinio,0,1,1,0,0,1,0,1,0,0
assault,assalto,0,1,1,0,0,1,0,0,0,0
assay,saggio,0,0,0,0,0,0,0,0,0,0
assemblage,assemblea,0,0,0,0,0,0,0,0,0,0
assemble,montare,0,0,0,0,0,0,0,0,0,0
assembled,assemblato,0,0,0,0,0,0,0,0,0,0
assembly,montaggio,1,0,0,0,0,0,0,0,0,1
assent,assenso,1,0,0,0,0,0,0,0,0,0
assert,affermare,0,0,0,0,0,0,0,0,0,0
asserting,asserendo,1,0,0,0,0,0,0,0,0,1
assertion,asserzione,0,0,0,0,0,0,0,0,0,0
assess,valutare,0,0,0,0,0,0,0,0,0,0
assessment,valutazione,0,0,0,0,0,0,0,0,1,1
assessor,assessore,0,0,0,0,0,0,0,0,0,1
assets,risorse,1,0,0,0,0,0,0,0,0,0
asshole,Stronzo,0,1,1,0,1,0,0,0,0,0
assign,assegnare,0,0,0,0,0,0,0,0,0,0
assignee,assegnatario,0,0,0,0,0,0,0,0,0,1
assignment,assegnazione,0,0,0,0,0,0,0,0,0,0
assimilate,assimilare,0,0,0,0,0,0,0,0,0,0
assimilation,assimilazione,0,0,0,0,0,0,0,0,0,0
assist,assistere,1,0,0,0,0,0,0,0,0,1
assistance,assistenza,1,0,0,0,0,0,0,0,0,0
assistant,assistente,0,0,0,0,0,0,0,0,0,0
associate,socio,1,0,0,0,0,0,0,0,0,1
association,associazione,0,0,0,0,0,0,0,0,0,1
assorted,assortito,0,0,0,0,0,0,0,0,0,0
assortment,assortimento,0,0,0,0,0,0,0,0,0,0
assuage,mitigare,1,0,0,0,0,0,0,0,0,0
assumed,assunto,0,0,0,0,0,0,0,0,0,0
assuming,supponendo,0,0,0,0,0,0,0,0,0,0
assumption,assunzione,0,0,0,0,0,0,0,0,0,0
assurance,garanzia,1,0,0,0,0,0,0,0,0,1
assure,assicurare,0,0,0,0,0,0,0,0,0,1
assured,assicurato,1,0,0,0,0,0,0,0,0,1
assuredly,sicuramente,0,0,0,0,0,0,0,0,0,1
asterisk,asterisco,0,0,0,0,0,0,0,0,0,0
asteroids,asteroidi,0,0,0,0,0,0,0,0,0,0
astigmatism,astigmatismo,0,0,0,0,0,0,0,0,0,0
astonishingly,NO TRANSLATION,1,0,0,0,0,0,0,0,1,0
astonishment,stupore,1,0,0,0,0,0,1,0,1,0
astral,astrale,0,0,0,0,0,0,0,0,0,0
astray,fuori strada,0,1,0,0,0,1,0,0,0,0
astringent,astringente,0,1,0,0,0,0,0,0,0,0
astrologer,astrologo,1,0,0,1,0,0,0,0,0,0
astrology,astrologia,0,0,0,0,0,0,0,0,0,0
astronaut,astronauta,1,0,0,0,0,0,0,0,0,0
astronomer,astronomo,1,0,0,1,0,0,0,0,0,0
astronomy,astronomia,0,0,0,0,0,0,0,0,0,0
astute,astuto,1,0,0,0,0,0,0,0,0,0
asunder,a pezzi,0,0,0,0,0,0,0,0,0,0
asylum,asilo,0,1,0,0,0,1,0,0,0,0
asymmetric,asimmetrico,0,0,0,0,0,0,0,0,0,0
asymmetry,asimmetria,0,0,0,0,1,0,0,0,0,0
asymptotic,asintotica,0,0,0,0,0,0,0,0,0,0
atelier,Atelier,0,0,0,0,0,0,0,0,0,0
atheism,ateismo,0,1,0,0,0,0,0,0,0,0
atheist,ateo,0,0,0,0,0,0,0,0,0,0
atheistic,ateo,0,0,0,0,0,0,0,0,0,0
atherosclerosis,aterosclerosi,0,1,0,0,0,1,0,1,0,0
athlete,atleta,1,0,0,0,0,0,0,0,0,0
athletic,atletico,1,0,0,0,0,0,0,0,0,0
athleticism,Atletico,0,0,0,0,0,0,0,0,0,0
athletics,Atletica,0,0,0,0,0,0,0,0,0,0
atlas,atlante,0,0,0,0,0,0,0,0,0,0
atmosphere,atmosfera,0,0,0,0,0,0,0,0,0,0
atmospheric,atmosferico,0,0,0,0,0,0,0,0,0,0
atoll,atollo,0,0,0,0,0,0,0,0,0,0
atom,atomo,1,0,0,0,0,0,0,0,0,0
atomic,atomico,0,0,0,0,0,0,0,0,0,0
atone,espiare,1,0,0,1,0,0,1,0,0,1
atonement,espiazione,1,0,0,0,0,0,0,0,0,0
atrium,atrio,0,0,0,0,0,0,0,0,0,0
atrocious,atroce,0,1,1,0,1,0,0,0,0,0
atrocity,atrocità,0,1,1,0,1,1,0,1,0,0
atrophy,atrofia,0,1,0,0,1,1,0,1,0,0
attach,allegare,0,0,0,0,0,0,0,0,0,0
attachment,attaccamento,1,0,0,0,0,0,0,0,0,0
attack,attacco,0,1,1,0,0,1,0,0,0,0
attacking,attaccare,0,1,1,0,1,1,0,1,1,0
attain,raggiungere,0,0,0,0,0,0,0,0,0,0
attainable,raggiungibile,1,0,0,1,0,0,0,0,0,0
attainment,raggiungimento,1,0,0,0,0,0,0,0,0,0
attempt,tentativo,0,0,0,1,0,0,0,0,0,0
attendance,partecipazione,0,0,0,1,0,0,0,0,0,0
attendant,guardiano,1,0,0,0,0,0,0,0,0,1
attention,Attenzione,1,0,0,0,0,0,0,0,0,0
attentive,attento,1,0,0,0,0,0,0,0,0,1
attenuate,attenuare,0,0,0,0,0,0,0,0,0,0
attenuated,attenuato,0,1,0,0,0,0,0,0,0,0
attenuation,attenuazione,0,1,0,0,0,0,0,1,0,0
attest,attestare,1,0,0,0,0,0,0,0,0,1
attestation,attestazione,0,0,0,0,0,0,0,0,0,1
attic,Attico,0,0,0,0,0,0,0,0,0,0
attire,abbigliamento,0,0,0,0,0,0,0,0,0,0
attitude,atteggiamento,0,0,0,0,0,0,0,0,0,0
attorney,procuratore,1,0,1,0,0,1,0,0,0,1
attraction,attrazione,1,0,0,0,0,0,0,0,0,0
attractiveness,attrattiva,1,0,0,0,0,0,0,0,0,0
attributable,attribuibile,0,0,0,0,0,0,0,0,0,0
attribute,attributo,0,0,0,0,0,0,0,0,0,0
attribution,attribuzione,0,0,0,0,0,0,0,0,0,0
attrition,logoramento,0,0,0,0,0,0,0,0,0,0
auburn,castano dorato,0,0,0,0,0,0,0,0,0,0
auction,vendita all'asta,0,0,0,1,0,0,0,0,0,0
auctioneer,banditore,0,0,0,0,0,0,0,0,0,0
audacious,audace,0,0,0,0,0,0,0,0,0,0
audacity,audacia,0,1,0,0,0,0,0,0,0,0
audible,udibile,0,0,0,0,0,0,0,0,0,0
audience,pubblico,0,0,0,1,0,0,0,0,0,0
audit,revisione,0,0,0,0,0,0,0,0,0,0
audition,provino,0,0,0,0,0,0,0,0,0,0
auditor,uditore,0,0,0,0,0,1,0,0,0,1
auditorium,auditorium,0,0,0,0,0,0,0,0,0,0
auditory,uditorio,0,0,0,0,0,0,0,0,0,0
aught,qualche cosa,0,0,0,0,0,0,0,0,0,0
augment,aumentare,1,0,0,0,0,0,0,0,0,0
augmentation,aumento,0,0,0,0,0,0,0,0,0,0
august,agosto,1,0,0,0,0,0,0,0,0,0
aunt,zia,1,0,0,0,0,0,0,0,0,1
aura,aura,1,0,0,0,0,0,0,0,0,0
aurora,aurora,0,0,0,0,0,0,0,0,0,0
auspices,auspici,0,0,0,0,0,0,0,0,0,0
auspicious,fausto,1,0,0,1,0,0,1,0,0,0
austere,austero,0,1,0,0,0,1,0,1,0,0
austerity,austerità,0,1,0,0,0,0,0,0,0,0
authentic,autentico,1,0,0,0,0,0,1,0,0,1
authenticate,autenticare,0,0,0,0,0,0,0,0,0,1
authentication,autenticazione,0,0,0,0,0,0,0,0,0,1
authenticity,autenticità,1,0,0,0,0,0,0,0,0,1
author,autore,1,0,0,0,0,0,0,0,0,1
authoritative,autorevole,1,0,0,0,0,0,0,0,0,1
authority,autorità,1,0,0,0,0,0,0,0,0,1
authorization,autorizzazione,1,0,0,0,0,0,0,0,0,1
authorize,autorizzare,0,0,0,0,0,0,0,0,0,1
authorized,autorizzato,1,0,0,0,0,0,0,0,0,0
authorship,paternità,0,0,0,0,0,0,0,0,0,0
auto,auto,0,0,0,0,0,0,0,0,0,0
autobiography,autobiografia,0,0,0,0,0,0,0,0,0,0
autocratic,autocratico,0,1,0,0,0,0,0,0,0,0
autograph,autografo,0,0,0,0,0,0,0,0,0,0
automatic,automatico,0,0,0,0,0,0,0,0,0,1
automobile,automobile,0,0,0,0,0,0,0,0,0,0
autonomy,autonomia,0,0,0,0,0,0,0,0,0,0
autopsy,autopsia,0,1,0,0,1,1,0,1,0,0
autumn,autunno,0,0,0,0,0,0,0,0,0,0
auxiliary,ausiliario,0,0,0,0,0,0,0,0,0,0
avail,utilità,0,0,0,0,0,0,0,0,0,0
avalanche,valanga,0,1,0,0,0,1,0,1,1,0
avarice,avarizia,0,1,1,0,1,0,0,0,0,0
avatar,avatar,1,0,0,0,0,0,0,0,0,0
avenger,vendicatore,0,1,1,0,0,0,0,0,0,0
avenue,viale,0,0,0,0,0,0,0,0,0,0
aver,NO TRANSLATION,0,0,0,0,0,0,0,0,0,0
average,media,0,0,0,0,0,0,0,0,0,0
averse,avverso,0,1,1,0,1,1,0,0,0,0
aversion,avversione,0,1,1,0,1,1,0,0,0,0
avert,evitare,0,0,0,0,0,0,0,0,0,0
aviary,voliera,0,0,0,0,0,0,0,0,0,0
aviation,aviazione,0,0,0,0,0,0,0,0,0,0
aviator,aviatore,0,0,0,0,0,0,0,0,0,0
avid,avido,0,0,0,0,0,0,0,0,0,0
avocado,avocado,0,0,0,0,0,0,0,0,0,0
avoid,evitare,0,1,0,0,0,1,0,0,0,0
avoidance,evitare,0,1,0,0,0,1,0,0,0,0
avoiding,evitando,0,0,0,0,0,1,0,0,0,0
await,attendere,0,0,0,1,0,0,0,0,0,0
awake,sveglio,0,0,0,0,0,0,0,0,0,0
awaken,risvegliare,0,0,0,0,0,0,0,0,0,0
award,premio,1,0,0,1,0,0,1,0,1,1
awe,NO TRANSLATION,0,0,0,0,0,0,0,0,0,0
awful,terribile,0,1,1,0,1,1,0,1,0,0
awkwardness,imbarazzo,0,1,0,0,1,0,0,0,0,0
awning,tenda,0,0,0,0,0,0,0,0,0,0
awry,storto,0,1,0,0,0,0,0,0,0,0
